latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
23.09898,100.86438,353.61,0.53,0.5,2025-06-07,0659,N,nominal,2.0NRT,296.37,24.82,D
13.20644,98.65658,335.73,0.45,0.39,2025-06-07,0657,N,nominal,2.0NRT,289.1,2.25,D
14.04724,101.98513,333.34,0.48,0.48,2025-06-07,0657,N,nominal,2.0NRT,288.96,1.59,D
13.75837,99.61052,340.03,0.51,0.41,2025-06-07,0657,N,nominal,2.0NRT,298.56,7.02,D
13.98985,100.26346,330.31,0.56,0.43,2025-06-07,0657,N,nominal,2.0NRT,292.42,4.18,D
14.18849,100.81647,335.59,0.41,0.45,2025-06-07,0657,N,nominal,2.0NRT,290.47,2.48,D
14.19057,100.81559,330.24,0.41,0.45,2025-06-07,0657,N,nominal,2.0NRT,290.76,2.14,D
14.55286,100.51587,335.48,0.39,0.44,2025-06-07,0657,N,nominal,2.0NRT,299.46,4.25,D
14.89052,101.02965,330.07,0.43,0.46,2025-06-07,0657,N,nominal,2.0NRT,296.58,3.23,D
15.77872,101.7445,331.75,0.49,0.48,2025-06-07,0657,N,nominal,2.0NRT,294.26,3.56,D
15.77815,101.7399,330.43,0.49,0.48,2025-06-07,0657,N,nominal,2.0NRT,294.62,3.56,D
15.70816,101.14914,330.98,0.45,0.47,2025-06-07,0657,N,nominal,2.0NRT,296.1,2.98,D
15.70766,101.14513,330.24,0.45,0.47,2025-06-07,0657,N,nominal,2.0NRT,297.42,2.98,D
15.87674,99.93811,331.82,0.57,0.43,2025-06-07,0657,N,nominal,2.0NRT,294.71,3.18,D
16.13524,99.88411,336.82,0.57,0.43,2025-06-07,0657,N,nominal,2.0NRT,295.15,4.2,D
16.17378,99.4747,330.85,0.54,0.42,2025-06-07,0657,N,nominal,2.0NRT,295.01,3.16,D
17.79199,100.31029,329.3,0.42,0.45,2025-06-07,0657,N,nominal,2.0NRT,294.98,2.03,D
17.8481,99.62938,337.36,0.38,0.43,2025-06-07,0657,N,nominal,2.0NRT,294.04,2.73,D
17.86692,99.6488,344.84,0.38,0.44,2025-06-07,0657,N,nominal,2.0NRT,294.4,3.65,D
17.86525,99.60394,334.99,0.57,0.43,2025-06-07,0657,N,nominal,2.0NRT,295.92,5.87,D
18.28713,101.82289,330.23,0.53,0.5,2025-06-07,0657,N,nominal,2.0NRT,279.16,13.11,D
18.11651,99.30542,337.75,0.56,0.43,2025-06-07,0657,N,nominal,2.0NRT,295.7,5.26,D
18.14348,99.48619,334.13,0.57,0.43,2025-06-07,0657,N,nominal,2.0NRT,296.07,3.05,D
18.29772,99.66143,341.5,0.39,0.44,2025-06-07,0657,N,nominal,2.0NRT,296.3,6.3,D
18.29723,99.65759,343.52,0.39,0.44,2025-06-07,0657,N,nominal,2.0NRT,298.64,6.3,D
18.25919,98.47997,331.49,0.5,0.41,2025-06-07,0657,N,nominal,2.0NRT,292.47,5.73,D
18.25854,98.47505,334.09,0.5,0.41,2025-06-07,0657,N,nominal,2.0NRT,294.74,5.73,D
18.24034,98.11461,336.62,0.48,0.4,2025-06-07,0657,N,nominal,2.0NRT,290.88,6.03,D
18.23941,98.11601,332.45,0.48,0.4,2025-06-07,0657,N,nominal,2.0NRT,289.95,5.49,D
17.98044,95.78223,331.78,0.4,0.37,2025-06-07,0657,N,nominal,2.0NRT,294.93,2.54,D
18.79491,101.5334,331.12,0.52,0.5,2025-06-07,0657,N,nominal,2.0NRT,292.98,5.46,D
18.80517,101.54153,343.95,0.52,0.5,2025-06-07,0657,N,nominal,2.0NRT,293.78,13.71,D
18.74049,99.57444,330.21,0.39,0.44,2025-06-07,0657,N,nominal,2.0NRT,296.42,3.04,D
19.31487,100.74804,330.28,0.47,0.48,2025-06-07,0659,N,nominal,2.0NRT,290.22,2.2,D
19.00396,98.27171,337.04,0.5,0.41,2025-06-07,0659,N,nominal,2.0NRT,290.25,4.02,D
19.63811,101.88799,345.81,0.56,0.51,2025-06-07,0659,N,nominal,2.0NRT,295.68,16.16,D
20.01241,99.3902,333.16,0.39,0.44,2025-06-07,0659,N,nominal,2.0NRT,296.32,4.31,D
20.20887,100.59309,335.6,0.47,0.48,2025-06-07,0659,N,nominal,2.0NRT,284.06,4.2,D
20.34781,100.29056,347.37,0.45,0.47,2025-06-07,0659,N,nominal,2.0NRT,295.43,6.34,D
20.36198,100.29927,330.96,0.45,0.47,2025-06-07,0659,N,nominal,2.0NRT,295.15,2.77,D
20.4345,100.54283,331.96,0.47,0.48,2025-06-07,0659,N,nominal,2.0NRT,293.55,2.88,D
20.42243,100.43938,332.18,0.46,0.47,2025-06-07,0659,N,nominal,2.0NRT,294.39,6.31,D
17.39249,81.25668,333.82,0.64,0.72,2025-06-07,0659,N,nominal,2.0NRT,289.66,8.8,D
17.38862,81.25436,341.59,0.64,0.72,2025-06-07,0659,N,nominal,2.0NRT,289.22,9.24,D
20.94142,101.77915,329.57,0.57,0.52,2025-06-07,0659,N,nominal,2.0NRT,292.89,2.62,D
21.03152,101.80884,333.1,0.58,0.52,2025-06-07,0659,N,nominal,2.0NRT,292.34,4.73,D
20.93955,100.80654,337.54,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,293.52,4.22,D
21.02276,100.73402,342.16,0.49,0.49,2025-06-07,0659,N,nominal,2.0NRT,292.2,21.75,D
20.88242,96.03271,350.31,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,300.75,6.96,D
20.88643,96.03618,356.37,0.42,0.38,2025-06-07,0659,N,low,2.0NRT,301.83,11.68,D
20.88587,96.03215,356.37,0.42,0.38,2025-06-07,0659,N,low,2.0NRT,301.81,6.96,D
20.97619,96.02216,350.64,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,300.39,4.56,D
20.97562,96.01814,344.18,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,300.94,3.76,D
20.97392,96.00607,341.11,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,300.09,3.37,D
20.97853,96.02291,349.68,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,300.97,8.94,D
20.97798,96.01888,353.28,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,301.44,5.94,D
20.97743,96.01485,350.45,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,301.32,5.94,D
20.97687,96.01082,350.59,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,301.19,3.51,D
20.97632,96.00679,338.68,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,300.81,3.51,D
20.98199,96.02236,352.41,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,300.9,11.42,D
20.98143,96.01833,355.44,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,301.69,4.7,D
20.98088,96.01431,338.59,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,300.85,4.7,D
20.98544,96.02181,355.33,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,301.54,11.42,D
20.98488,96.01778,343.39,0.42,0.38,2025-06-07,0659,N,nominal,2.0NRT,301.93,4.7,D
21.90084,101.33962,329.86,0.55,0.51,2025-06-07,0659,N,nominal,2.0NRT,294.62,2.52,D
21.92119,101.11227,330.45,0.53,0.5,2025-06-07,0659,N,nominal,2.0NRT,296.12,5.47,D
21.44479,96.28563,349.13,0.43,0.38,2025-06-07,0659,N,nominal,2.0NRT,296.98,8.72,D
21.44558,96.28623,353.01,0.43,0.38,2025-06-07,0659,N,nominal,2.0NRT,297.53,11.63,D
21.44908,96.28568,349.81,0.43,0.38,2025-06-07,0659,N,nominal,2.0NRT,296.65,6.67,D
19.12303,82.84116,341.41,0.47,0.64,2025-06-07,0659,N,nominal,2.0NRT,294.67,4.65,D
21.75168,97.96625,345.34,0.52,0.41,2025-06-07,0659,N,nominal,2.0NRT,293.49,16.35,D
22.32239,100.12395,343.04,0.47,0.48,2025-06-07,0659,N,nominal,2.0NRT,296.72,6.54,D
22.00596,97.35466,334.1,0.49,0.4,2025-06-07,0659,N,nominal,2.0NRT,302.43,5.81,D
19.49009,82.87019,330.02,0.46,0.64,2025-06-07,0659,N,nominal,2.0NRT,293.57,1.93,D
22.52566,101.44337,331.26,0.57,0.52,2025-06-07,0659,N,nominal,2.0NRT,295.03,4.47,D
22.53117,101.04043,348.46,0.54,0.51,2025-06-07,0659,N,nominal,2.0NRT,295.42,7.32,D
22.23016,98.28872,334.92,0.55,0.42,2025-06-07,0659,N,nominal,2.0NRT,295.64,6.08,D
22.25052,98.03766,338.89,0.53,0.42,2025-06-07,0659,N,nominal,2.0NRT,292.1,5.84,D
22.58849,100.76254,343.99,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,296.22,27.89,D
22.58551,99.85233,339.72,0.45,0.47,2025-06-07,0659,N,nominal,2.0NRT,294.08,6.27,D
22.75582,101.23985,344.79,0.56,0.51,2025-06-07,0659,N,nominal,2.0NRT,292.03,17.26,D
22.70865,100.75661,357.25,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,299.79,37.21,D
22.70809,100.75151,336.96,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,298.1,30.64,D
22.71327,100.75616,339.46,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,293.05,37.21,D
22.71272,100.75111,346.85,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,295.35,30.64,D
22.79735,101.4491,332.81,0.57,0.52,2025-06-07,0659,N,nominal,2.0NRT,291.14,6.27,D
22.79657,101.44174,339.48,0.57,0.52,2025-06-07,0659,N,nominal,2.0NRT,291.92,5.2,D
22.69798,100.53374,337.66,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,295.96,4.92,D
22.70185,100.52724,335.35,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,295.45,3.48,D
22.81693,101.44946,332.91,0.57,0.52,2025-06-07,0659,N,nominal,2.0NRT,292.74,5.02,D
22.80062,101.44647,341.43,0.58,0.52,2025-06-07,0659,N,nominal,2.0NRT,291.5,7.23,D
22.81526,101.44652,335.86,0.58,0.52,2025-06-07,0659,N,nominal,2.0NRT,293,6.85,D
22.71562,100.26571,338.32,0.48,0.48,2025-06-07,0659,N,nominal,2.0NRT,294.86,7.9,D
22.79273,100.81083,337.57,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,288.63,35.95,D
22.79794,100.81579,344.38,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,288.48,18.37,D
22.79739,100.81057,346.1,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,292.92,35.95,D
22.8068,100.811,337.52,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,290.62,60.27,D
22.78063,100.44372,355.9,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,295.82,15.98,D
22.38452,96.93565,336.46,0.47,0.4,2025-06-07,0659,N,nominal,2.0NRT,290.95,3.65,D
22.80504,99.82746,341.57,0.46,0.47,2025-06-07,0659,N,nominal,2.0NRT,292.1,7.79,D
22.81653,99.40887,341.6,0.43,0.46,2025-06-07,0659,N,nominal,2.0NRT,298.97,5.72,D
22.9692,100.47129,331.81,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,295.7,3.7,D
22.97376,100.47096,337.14,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,289.35,3.7,D
22.97777,100.46558,340.38,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,293.04,8.45,D
23.11588,101.49575,334.83,0.58,0.52,2025-06-07,0659,N,nominal,2.0NRT,292.63,6.53,D
23.02056,100.29529,337.06,0.49,0.49,2025-06-07,0659,N,nominal,2.0NRT,295.31,4.94,D
23.0916,100.83879,333.34,0.53,0.5,2025-06-07,0659,N,nominal,2.0NRT,293.98,23.4,D
23.09116,100.8345,341.97,0.53,0.5,2025-06-07,0659,N,nominal,2.0NRT,303.72,23.4,D
23.09159,100.48772,332.25,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,295.42,8.62,D
23.22274,100.98845,345.93,0.54,0.51,2025-06-07,0659,N,nominal,2.0NRT,296.35,10.32,D
23.2274,100.98748,367,0.54,0.51,2025-06-07,0659,N,high,2.0NRT,300.42,29.45,D
23.23211,100.98695,342.86,0.54,0.51,2025-06-07,0659,N,nominal,2.0NRT,287.46,29.45,D
20.79261,85.2524,335.39,0.61,0.54,2025-06-07,0659,N,nominal,2.0NRT,296.26,10.8,D
23.19704,100.43705,340.1,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,295.02,14.91,D
23.24956,100.49533,333.79,0.51,0.49,2025-06-07,0659,N,nominal,2.0NRT,294.05,5.44,D
23.25037,100.49785,338.2,0.51,0.49,2025-06-07,0659,N,nominal,2.0NRT,293.94,6.64,D
23.27931,100.68694,345.22,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,288.9,6.91,D
23.30454,100.79443,331.49,0.53,0.5,2025-06-07,0659,N,nominal,2.0NRT,295.32,10.71,D
23.29003,100.47989,334.21,0.51,0.49,2025-06-07,0659,N,nominal,2.0NRT,291.74,5.33,D
23.28956,100.4755,331.99,0.51,0.49,2025-06-07,0659,N,nominal,2.0NRT,295,9.45,D
20.88742,84.9836,334.88,0.32,0.54,2025-06-07,0659,N,nominal,2.0NRT,296.24,5.86,D
20.88681,84.9806,330.11,0.32,0.54,2025-06-07,0659,N,nominal,2.0NRT,296.05,2.89,D
23.35084,100.65635,345.34,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,297.11,63.2,D
23.35167,100.45287,339.05,0.51,0.49,2025-06-07,0659,N,nominal,2.0NRT,290.19,27.27,D
23.35117,100.44835,342.46,0.5,0.49,2025-06-07,0659,N,nominal,2.0NRT,299.88,49.45,D
23.39447,100.96095,331.33,0.54,0.51,2025-06-07,0659,N,nominal,2.0NRT,292.01,6.8,D
23.35161,100.44974,343.26,0.51,0.49,2025-06-07,0659,N,nominal,2.0NRT,296.66,67.75,D
23.38941,100.58992,330.95,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,295.19,4.35,D
22.82236,95.84571,333.92,0.43,0.38,2025-06-07,0659,N,nominal,2.0NRT,297.84,4.95,D
23.42838,100.606,355.28,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,303.14,33.6,D
23.42777,100.60036,353.79,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,302.1,33.6,D
23.43297,100.60532,335.05,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,293.33,33.6,D
23.39417,100.24795,347.98,0.49,0.49,2025-06-07,0659,N,nominal,2.0NRT,290.03,7.38,D
23.43264,100.26617,341.39,0.49,0.49,2025-06-07,0659,N,nominal,2.0NRT,295.96,7.09,D
23.57202,101.50961,346.82,0.59,0.53,2025-06-07,0659,N,nominal,2.0NRT,294.47,16.91,D
23.50522,100.88265,337.45,0.54,0.51,2025-06-07,0659,N,nominal,2.0NRT,294.29,6.47,D
23.42989,100.26482,338.98,0.49,0.49,2025-06-07,0659,N,nominal,2.0NRT,295.69,6.86,D
23.50259,100.8819,331.73,0.54,0.51,2025-06-07,0659,N,nominal,2.0NRT,294.75,3.75,D
23.57444,101.50842,338.85,0.59,0.53,2025-06-07,0659,N,nominal,2.0NRT,293.07,13,D
23.57922,101.50679,348.19,0.59,0.53,2025-06-07,0659,N,nominal,2.0NRT,292.06,15.44,D
23.58395,101.50455,349.57,0.59,0.53,2025-06-07,0659,N,nominal,2.0NRT,291.02,15.44,D
23.52699,100.84222,341.92,0.54,0.51,2025-06-07,0659,N,nominal,2.0NRT,296.79,14.38,D
20.76573,83.32641,334.95,0.41,0.6,2025-06-07,0659,N,nominal,2.0NRT,297.64,5.04,D
23.56182,100.59412,331.74,0.52,0.5,2025-06-07,0659,N,nominal,2.0NRT,291.78,4.86,D
20.76382,83.32587,335.82,0.41,0.6,2025-06-07,0659,N,nominal,2.0NRT,298.32,6.63,D
23.72999,101.50941,336.04,0.6,0.53,2025-06-07,0659,N,nominal,2.0NRT,292.72,9.31,D
23.74749,101.43807,354.59,0.59,0.53,2025-06-07,0659,N,nominal,2.0NRT,294.49,13.71,D
23.49546,98.95993,331.34,0.41,0.45,2025-06-07,0659,N,nominal,2.0NRT,296.07,2.2,D
23.49747,98.96049,332.47,0.41,0.45,2025-06-07,0659,N,nominal,2.0NRT,297.48,3.47,D
23.53854,99.13762,337.21,0.42,0.45,2025-06-07,0659,N,nominal,2.0NRT,298.04,2.69,D
23.73866,100.78593,350.4,0.54,0.51,2025-06-07,0659,N,nominal,2.0NRT,290.36,8.61,D
23.62042,99.25564,330.8,0.43,0.46,2025-06-07,0659,N,nominal,2.0NRT,295.76,3.71,D
20.91958,82.7863,333.06,0.44,0.62,2025-06-07,0659,N,nominal,2.0NRT,298.7,2.46,D
23.9813,101.7504,334.44,0.62,0.54,2025-06-07,0659,N,nominal,2.0NRT,296.48,5.43,D
22.0553,88.12268,332.45,0.39,0.44,2025-06-07,0659,N,nominal,2.0NRT,299.77,5.06,D
22.06329,88.12096,353.72,0.39,0.44,2025-06-07,0659,N,nominal,2.0NRT,297.58,20.13,D
20.76701,81.8057,331.49,0.51,0.66,2025-06-07,0659,N,nominal,2.0NRT,297.41,1.49,D
23.80329,99.55888,342.4,0.45,0.47,2025-06-07,0659,N,nominal,2.0NRT,297.98,17.15,D
20.76776,81.80486,330.3,0.51,0.66,2025-06-07,0659,N,nominal,2.0NRT,297.32,3.12,D
20.93608,81.90028,333.21,0.5,0.65,2025-06-07,0659,N,nominal,2.0NRT,299.2,4.22,D
24.16597,101.04509,347.4,0.56,0.52,2025-06-07,0659,N,nominal,2.0NRT,293.64,17.49,D
24.02883,99.92301,342.15,0.48,0.48,2025-06-07,0659,N,nominal,2.0NRT,296.62,7.27,D
24.16631,101.048,342.18,0.56,0.52,2025-06-07,0659,N,nominal,2.0NRT,295.47,11.93,D
24.16578,101.04267,343.65,0.56,0.52,2025-06-07,0659,N,nominal,2.0NRT,291.12,11.93,D
24.17103,101.04685,367,0.56,0.52,2025-06-07,0659,N,high,2.0NRT,295.68,95.89,D
24.17048,101.04128,290.09,0.56,0.52,2025-06-07,0659,N,low,2.0NRT,296.51,95.89,D
23.83801,97.95876,331.83,0.55,0.42,2025-06-07,0659,N,nominal,2.0NRT,294.35,3.43,D
21.4986,84.03378,344.69,0.36,0.57,2025-06-07,0659,N,nominal,2.0NRT,298.79,3.9,D
24.21055,101.05495,332.43,0.57,0.52,2025-06-07,0659,N,nominal,2.0NRT,295.49,5.38,D
24.19783,100.88283,345.74,0.55,0.51,2025-06-07,0659,N,nominal,2.0NRT,297.97,10.59,D
24.20252,100.88192,336.77,0.55,0.51,2025-06-07,0659,N,nominal,2.0NRT,296.5,12.57,D
21.30682,82.95205,330.91,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,299.13,2.23,D
24.23913,100.86578,343.31,0.55,0.51,2025-06-07,0659,N,nominal,2.0NRT,289.55,10.78,D
24.24012,100.86795,343.53,0.55,0.51,2025-06-07,0659,N,nominal,2.0NRT,295.42,26.88,D
21.39628,83.05109,333.14,0.41,0.61,2025-06-07,0659,N,nominal,2.0NRT,301.31,1.71,D
21.62145,84.02435,336.01,0.35,0.57,2025-06-07,0659,N,nominal,2.0NRT,297.67,9.19,D
21.67907,84.03893,332.37,0.35,0.57,2025-06-07,0659,N,nominal,2.0NRT,299.43,2.44,D
24.05976,98.05468,334.64,0.56,0.43,2025-06-07,0659,N,nominal,2.0NRT,295.72,2.78,D
24.4489,100.92918,339.42,0.56,0.51,2025-06-07,0659,N,nominal,2.0NRT,296.35,24.72,D
21.75732,83.84208,331.11,0.36,0.57,2025-06-07,0659,N,nominal,2.0NRT,297.74,2.88,D
21.66151,83.3688,335.19,0.39,0.59,2025-06-07,0659,N,nominal,2.0NRT,297.36,2.12,D
24.44881,100.92786,341.98,0.56,0.51,2025-06-07,0659,N,nominal,2.0NRT,297.81,18.34,D
21.69332,83.50998,332.53,0.38,0.59,2025-06-07,0659,N,nominal,2.0NRT,299.26,1.51,D
21.66136,83.36635,332.67,0.39,0.59,2025-06-07,0659,N,nominal,2.0NRT,296.8,3.41,D
21.74392,82.85593,330.53,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,299.18,2.26,D
21.76816,82.91293,340.04,0.41,0.61,2025-06-07,0659,N,nominal,2.0NRT,301.54,5.06,D
21.76019,82.79665,332.43,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,300.96,2.32,D
21.76591,82.91338,339.78,0.41,0.61,2025-06-07,0659,N,nominal,2.0NRT,300.65,2.66,D
21.76649,82.7866,349.19,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,300.92,4.01,D
21.77205,82.78522,331.81,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,300.26,4.01,D
21.77489,82.7717,334.25,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,301.81,3.53,D
21.92141,83.35172,338.56,0.38,0.59,2025-06-07,0659,N,nominal,2.0NRT,300.83,4.72,D
22.04374,83.73435,332.35,0.36,0.58,2025-06-07,0659,N,nominal,2.0NRT,300.55,5.19,D
22.043,83.73089,333.6,0.36,0.58,2025-06-07,0659,N,nominal,2.0NRT,298.88,6.03,D
21.78773,82.53806,331.28,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,300.33,1.77,D
21.84641,82.74941,332.55,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,298.03,5.29,D
21.8441,82.7503,333.63,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,298.19,5.35,D
21.89819,82.85965,341.82,0.41,0.61,2025-06-07,0659,N,nominal,2.0NRT,297.95,2.89,D
21.63031,81.63686,332.25,0.5,0.66,2025-06-07,0659,N,nominal,2.0NRT,301.08,2.95,D
21.95536,83.01125,330.37,0.4,0.6,2025-06-07,0659,N,low,2.0NRT,301.42,1.91,D
21.95612,82.93651,337.92,0.41,0.6,2025-06-07,0659,N,nominal,2.0NRT,296.12,3.83,D
21.9003,82.63306,332.09,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,298.75,2.99,D
21.89039,82.45512,336.65,0.44,0.62,2025-06-07,0659,N,nominal,2.0NRT,299.8,6.45,D
21.93751,82.64087,342.5,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,299.25,5.61,D
21.9449,82.64758,330.67,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,298.79,4.71,D
21.94131,82.63128,339.44,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,297.95,3.05,D
21.76296,81.98128,334.55,0.47,0.64,2025-06-07,0659,N,nominal,2.0NRT,300.57,2.6,D
21.88591,82.4585,332.74,0.44,0.62,2025-06-07,0659,N,nominal,2.0NRT,298.97,2.72,D
21.89157,82.45708,338.9,0.44,0.62,2025-06-07,0659,N,nominal,2.0NRT,299.89,2.72,D
21.93989,82.64226,341.09,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,299.04,5.21,D
21.94733,82.64895,343.82,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,299.39,5.54,D
21.92005,82.52929,336.62,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,299.19,4,D
21.92569,82.52789,337.4,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,299.1,3.82,D
21.91998,82.50288,332.76,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,299.84,2.83,D
21.88517,82.35062,330.38,0.44,0.63,2025-06-07,0659,N,nominal,2.0NRT,297.52,3.81,D
21.9539,82.62582,336.99,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,299.24,4.2,D
21.9595,82.62442,332.2,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,299.18,4.18,D
21.84772,82.13462,335.68,0.46,0.63,2025-06-07,0659,N,nominal,2.0NRT,298.39,4.73,D
21.96046,82.54996,337.14,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,297.1,3.19,D
21.92424,82.36353,347.32,0.44,0.63,2025-06-07,0659,N,nominal,2.0NRT,296.67,4.27,D
21.92327,82.35922,331.26,0.44,0.63,2025-06-07,0659,N,nominal,2.0NRT,295.77,4.27,D
22.03579,82.53103,334.75,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,298.5,2.41,D
22.03484,82.52687,333.03,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,297.84,2.41,D
22.01961,82.46014,333.65,0.43,0.62,2025-06-07,0659,N,nominal,2.0NRT,298.53,2.51,D
22.05079,81.80199,338.49,0.48,0.64,2025-06-07,0659,N,nominal,2.0NRT,300.15,5.38,D
22.05455,81.80208,336.5,0.48,0.64,2025-06-07,0659,N,nominal,2.0NRT,300.57,4.25,D
22.20882,81.93539,331.05,0.46,0.64,2025-06-07,0659,N,nominal,2.0NRT,299.25,1.45,D
22.20707,81.93649,331.31,0.46,0.64,2025-06-07,0659,N,nominal,2.0NRT,299.1,1.44,D
24.84565,93.79493,344.79,0.39,0.36,2025-06-07,0659,N,nominal,2.0NRT,299.56,6.35,D
25.0363,94.1404,332.97,0.4,0.37,2025-06-07,0659,N,nominal,2.0NRT,294.59,1.13,D
23.76585,86.40584,334.95,0.46,0.47,2025-06-07,0659,N,nominal,2.0NRT,299.55,5.7,D
23.77608,86.3895,330.92,0.46,0.47,2025-06-07,0659,N,low,2.0NRT,301.89,6.72,D
23.78038,86.38856,331.74,0.46,0.47,2025-06-07,0659,N,low,2.0NRT,302.06,5.97,D
23.77594,86.36604,339.66,0.46,0.47,2025-06-07,0659,N,nominal,2.0NRT,302.73,5.31,D
23.78201,86.37405,332.95,0.46,0.47,2025-06-07,0659,N,nominal,2.0NRT,302.23,4.33,D
23.77675,86.20956,334.7,0.47,0.48,2025-06-07,0659,N,nominal,2.0NRT,303.71,5.39,D
23.80509,86.33118,334.01,0.46,0.47,2025-06-07,0659,N,low,2.0NRT,304.06,4.68,D
23.78111,86.2086,330.73,0.47,0.48,2025-06-07,0659,N,low,2.0NRT,305.65,5.06,D
23.77668,86.21072,335.18,0.47,0.48,2025-06-07,0659,N,nominal,2.0NRT,304.2,3.74,D
26.06319,101.68173,332.23,0.33,0.55,2025-06-07,0659,N,nominal,2.0NRT,298.23,1.99,D
23.16379,82.33566,339.55,0.42,0.61,2025-06-07,0659,N,nominal,2.0NRT,296.19,4.15,D
23.8229,84.93559,332.58,0.56,0.52,2025-06-07,0659,N,nominal,2.0NRT,299.58,6.67,D
22.80488,79.45157,335.36,0.64,0.72,2025-06-07,0659,N,nominal,2.0NRT,295.5,2.6,D
26.56199,101.68992,330.92,0.33,0.55,2025-06-07,0659,N,low,2.0NRT,304.3,4.81,D
26.56567,101.67271,332.49,0.33,0.55,2025-06-07,0659,N,low,2.0NRT,303.08,3.64,D
26.57533,101.66492,333.63,0.33,0.55,2025-06-07,0659,N,nominal,2.0NRT,302.49,5.32,D
26.61204,96.44806,333.3,0.49,0.4,2025-06-07,0701,N,nominal,2.0NRT,296.43,5.45,D
26.60892,96.42331,332.77,0.49,0.4,2025-06-07,0701,N,nominal,2.0NRT,295.94,3.82,D
26.66905,96.31624,336.06,0.49,0.4,2025-06-07,0701,N,nominal,2.0NRT,296.71,3.73,D
26.67276,96.31567,330.16,0.49,0.4,2025-06-07,0701,N,nominal,2.0NRT,296.46,3.73,D
25.26077,87.18891,342.08,0.39,0.44,2025-06-07,0701,N,nominal,2.0NRT,302.37,12.28,D
25.28534,87.23103,338.69,0.39,0.44,2025-06-07,0701,N,nominal,2.0NRT,306.49,8.44,D
25.50409,86.84016,332.5,0.4,0.44,2025-06-07,0701,N,nominal,2.0NRT,300.44,3.38,D
25.27856,85.09116,331.76,0.51,0.5,2025-06-07,0701,N,nominal,2.0NRT,301.44,1.24,D
